"Val_Type","Val"
"Name of College/University","Oregon State University"
"Street Address (if different)","1500 SW Jefferson Ave"
"City/State/Zip/Country","Corvallis, OR 97331 USA"
"Main Phone Number","541-737-1000"
"WWW Home Page Address","https//oregonstate.edu"
"Admissions Phone Number","541-737-441"
"Admissions Toll-Free Phone Number","600-291-4192"
"Admissions Office Mailing Address","104 Kerr Administration Bldg"
"City/State/Zip/Country","Corvallis, OR 97331 USA"
"Admissions Fax Number","541-737-2482"
"Admissions E-mail Address","osuadmit@oregonstate.edu"
